t_s,dt_s,volts,force_mN,raw_code,seq,n_held
0.474387,0.002023,1.933521,192.896041,3243910,1381,2
0.478419,0.004032,1.933545,192.898394,3243950,1383,1
0.480441,0.002022,1.939511,193.483246,3253960,1384,1
0.482457,0.002016,1.93826,193.36061,3251860,1385,1
0.48448,0.002023,1.931357,192.683903,3240280,1386,2
0.488512,0.004032,1.939291,193.46168,3253590,1388,1
0.490534,0.002022,1.937121,193.248953,3249950,1389,1
0.49255,0.002016,1.930618,192.611458,3239040,1390,1
0.494566,0.002016,1.927149,192.271388,3233220,1391,1
0.496588,0.002022,1.931536,192.70145,3240580,1392,2
0.500627,0.004039,1.940012,193.53236,3254800,1394,1
0.502643,0.002016,1.942378,193.764301,3258770,1395,1
0.504659,0.002016,1.938564,193.390411,3252370,1396,1
0.506681,0.002022,1.929873,192.538425,3237790,1397,2
0.512736,0.006055,1.936781,193.215622,3249380,1400,1
0.514752,0.002016,1.936102,193.149059,3248240,1401,1
0.516774,0.002022,1.927364,192.292465,3233580,1402,2
0.520812,0.004038,1.932591,192.804873,3242350,1404,1
0.522828,0.002016,1.935589,193.098769,3247380,1405,1
0.524844,0.002016,1.931942,192.741251,3241260,1406,1
0.526867,0.002023,1.926011,192.159829,3231310,1407,2
0.530899,0.004032,1.929909,192.541954,3237850,1409,1
0.532921,0.002022,1.932484,192.794383,3242170,1410,1
0.534937,0.002016,1.929241,192.476469,3236730,1411,1
0.53696,0.002023,1.937097,193.2466,3249910,1412,2
0.540992,0.004032,1.927286,192.284819,3233450,1414,1
0.543014,0.002022,1.929599,192.511564,3237330,1415,1
0.54503,0.002016,1.927531,192.308836,3233860,1416,1
0.547052,0.002022,1.92728,192.284231,3233440,1417,1
0.549068,0.002016,1.932669,192.812519,3242480,1418,2
0.553107,0.004039,1.929665,192.518034,3237440,1420,1
0.555123,0.002016,1.936245,193.163078,3248480,1421,1
0.557139,0.002016,1.942277,193.7544,3258600,1422,1
0.559161,0.002022,1.929301,192.482351,3236830,1423,2
0.5632,0.004039,1.933378,192.882023,3243670,1425,1
0.565216,0.002016,1.938438,193.378059,3252160,1426,1
0.567232,0.002016,1.936173,193.156019,3248360,1427,1
0.569254,0.002022,1.938081,193.343062,3251560,1428,2
1.253382,0.684128,1.939476,193.479815,3253900,1430,1
1.25742,0.004038,1.931477,192.695666,3240480,1432,1
1.259436,0.002016,1.927143,192.2708,3233210,1433,1
1.261452,0.002016,1.932865,192.831733,3242810,1434,1
1.263468,0.002016,1.935905,193.129747,3247910,1435,1
1.265491,0.002023,1.937115,193.248364,3249940,1436,1
1.267507,0.002016,1.9449,194.011535,3263000,1437,2
1.271545,0.004038,1.944286,193.951344,3261970,1439,1
1.273561,0.002016,1.941627,193.69068,3257510,1440,1
1.275577,0.002016,1.94115,193.643919,3256710,1441,1
1.2776,0.002023,1.942247,193.751459,3258550,1442,2
1.281632,0.004032,1.933962,192.939273,3244650,1444,1
1.283648,0.002016,1.93879,193.412566,3252750,1445,1
1.28567,0.002022,1.940692,193.599021,3255940,1446,1
1.287686,0.002016,1.929921,192.54313,3237870,1447,2
1.291724,0.004038,1.930189,192.569402,3238320,1449,1
1.29374,0.002016,1.933342,192.878494,3243610,1450,1
1.295756,0.002016,1.928747,192.428042,3235900,1451,1
1.297772,0.002016,1.931542,192.702038,3240590,1452,2
1.301811,0.004039,1.93876,193.409625,3252700,1454,1
1.303827,0.002016,1.934707,193.012306,3245900,1455,1
1.305849,0.002022,1.939148,193.447661,3253350,1456,1
1.307865,0.002016,1.935542,193.094162,3247300,1457,2
1.311897,0.004032,1.93792,193.327279,3251290,1459,1
1.31392,0.002023,1.93516,193.056714,3246660,1460,1
1.315936,0.002016,1.932359,192.782129,3241960,1461,1
1.317952,0.002016,1.932848,192.830067,3242780,1462,1
1.319974,0.002022,1.946265,194.145347,3265290,1463,2
1.324006,0.004032,1.94906,194.419344,3269980,1465,1
1.326028,0.002022,1.940984,193.627646,3256430,1466,1
1.328044,0.002016,1.939094,193.442368,3253260,1467,1
1.33006,0.002016,1.936132,193.152,3248290,1468,2
1.334099,0.004039,1.938635,193.397371,3252490,1470,1
1.336115,0.002016,1.93423,192.965545,3245100,1471,1
1.338131,0.002016,1.931447,192.692725,3240430,1472,1
1.340153,0.002022,1.940882,193.617647,3256260,1473,2
1.344185,0.004032,1.944041,193.927326,3261560,1475,1
1.346208,0.002023,1.947254,194.2423,3266950,1476,1
1.348224,0.002016,1.944292,193.951932,3261980,1477,1
1.35024,0.002016,1.93823,193.357669,3251810,1478,2
1.354278,0.004038,1.935172,193.05789,3246680,1480,1
1.356294,0.002016,1.931536,192.70145,3240580,1481,1
1.35831,0.002016,1.936573,193.195232,3249030,1482,1
1.360332,0.002022,1.946038,194.123094,3264910,1483,1
1.362348,0.002016,1.939476,193.479815,3253900,1484,2
1.36638,0.004032,1.93553,193.092985,3247280,1486,1
1.368403,0.002023,1.939011,193.434231,3253120,1487,1
1.370419,0.002016,1.950461,194.556685,3272330,1488,1
1.372435,0.002016,1.943433,193.867724,3260540,1489,2
1.376473,0.004038,1.93311,192.855751,3243220,1491,1
1.378489,0.002016,1.923329,191.89691,3226810,1492,1
1.380512,0.002023,1.929295,192.481763,3236820,1493,1
1.382528,0.002016,1.940692,193.599021,3255940,1494,2
1.38656,0.004032,1.939541,193.486187,3254010,1496,1
1.388582,0.002022,1.940769,193.606569,3256070,1497,1
1.390598,0.002016,1.942116,193.738617,3258330,1498,1
1.392614,0.002016,1.944053,193.928503,3261580,1499,2
1.396652,0.004038,1.940107,193.541673,3254960,1501,1
1.398668,0.002016,1.938218,193.356493,3251790,1502,1
1.400691,0.002023,1.943761,193.899878,3261090,1503,1
1.402707,0.002016,1.93935,193.467463,3253690,1504,1
1.404723,0.002016,1.943588,193.882918,3260800,1505,2
1.408761,0.004038,1.939523,193.484423,3253980,1507,1
1.410777,0.002016,1.949161,194.429245,3270150,1508,1
1.4128,0.002023,1.938665,193.400312,3252540,1509,1
1.414816,0.002016,1.938611,193.395019,3252450,1510,2
1.418848,0.004032,1.941627,193.69068,3257510,1512,1
1.42087,0.002022,1.947171,194.234163,3266810,1513,1
1.422886,0.002016,1.951718,194.67991,3274440,1514,1
1.424902,0.002016,1.942354,193.761948,3258730,1515,2
1.42894,0.004038,1.940787,193.608334,3256100,1517,1
1.430956,0.002016,1.952124,194.71971,3275120,1518,1
1.432979,0.002023,1.952899,194.795684,3276420,1519,1
1.434995,0.002016,1.943016,193.826845,3259840,1520,2
1.439033,0.004038,1.935381,193.078379,3247030,1522,1
1.441049,0.002016,1.940048,193.535889,3254860,1523,1
1.443065,0.002016,1.943404,193.864881,3260490,1524,1
1.445088,0.002023,1.948929,194.406501,3269760,1525,2
1.44912,0.004032,1.944292,193.951932,3261980,1527,1
1.451142,0.002022,1.938844,193.41786,3252840,1528,1
1.453158,0.002016,1.93786,193.321397,3251190,1529,1
1.455174,0.002016,1.940405,193.570886,3255460,1530,1
1.457196,0.002022,1.942694,193.795279,3259300,1531,2
1.461228,0.004032,1.945049,194.026142,3263250,1533,1
1.463244,0.002016,1.950794,194.589329,3272890,1534,1
1.465267,0.002023,1.950628,194.573056,3272610,1535,1
1.467283,0.002016,1.951456,194.654226,3274000,1536,2
1.471321,0.004038,1.954591,194.961552,3279260,1538,1
1.473337,0.002016,1.958656,195.360048,3286080,1539,1
1.475353,0.002016,1.940364,193.566867,3255390,1540,1
1.477376,0.002023,1.941359,193.664408,3257060,1541,2
1.481408,0.004032,1.943517,193.875958,3260680,1543,1
1.483424,0.002016,1.941228,193.651566,3256840,1544,1
1.485446,0.002022,1.939237,193.456386,3253500,1545,1
1.487462,0.002016,1.942676,193.793514,3259270,1546,2
1.4915,0.004038,1.948935,194.40709,3269770,1548,1
1.493516,0.002016,1.948512,194.365623,3269060,1549,1
1.495532,0.002016,1.941395,193.667937,3257120,1550,1
1.497555,0.002023,1.942223,193.749106,3258510,1551,1
1.499571,0.002016,1.943958,193.91919,3261420,1552,2
1.503609,0.004038,1.943833,193.906936,3261210,1554,1
1.505625,0.002016,1.944566,193.978793,3262440,1555,1
1.507641,0.002016,1.941448,193.673132,3257210,1556,1
1.509664,0.002023,1.939923,193.523635,3254650,1557,2
1.513696,0.004032,1.947469,194.263376,3267310,1559,1
1.515712,0.002016,1.943255,193.850274,3260240,1560,1
1.517734,0.002022,1.937509,193.286989,3250600,1561,1
1.51975,0.002016,1.941091,193.638135,3256610,1562,2
1.523788,0.004038,1.954317,194.934692,3278800,1564,1
1.525804,0.002016,1.949132,194.426402,3270100,1565,1
1.52782,0.002016,1.952392,194.745982,3275570,1566,1
1.529843,0.002023,1.958162,195.311621,3285250,1567,2
1.533875,0.004032,1.957554,195.252018,3284230,1569,1
1.535897,0.002022,1.955932,195.093012,3281510,1570,1
1.537913,0.002016,1.953477,194.852346,3277390,1571,1
1.539929,0.002016,1.94419,193.941933,3261810,1572,1
1.541952,0.002023,1.944488,193.971146,3262310,1573,2
1.545984,0.004032,1.942235,193.750283,3258530,1575,1
1.548006,0.002022,1.945245,194.045356,3263580,1576,1
1.550022,0.002016,1.935792,193.11867,3247720,1577,1
1.552038,0.002016,1.949489,194.461399,3270700,1578,2
1.556076,0.004038,1.949561,194.468457,3270820,1580,1
1.558092,0.002016,1.944298,193.95252,3261990,1581,1
1.560108,0.002016,1.941323,193.660878,3257000,1582,1
1.562131,0.002023,1.948375,194.352192,3268830,1583,2
1.566163,0.004032,1.947826,194.298373,3267910,1585,1
1.568185,0.002022,1.948339,194.348663,3268770,1586,1
1.570201,0.002016,1.947659,194.282002,3267630,1587,1
1.572217,0.002016,1.943123,193.837334,3260020,1588,2
1.576256,0.004039,1.943314,193.856058,3260340,1590,1
1.578272,0.002016,1.953089,194.81431,3276740,1591,1
1.580294,0.002022,1.948679,194.381994,3269340,1592,1
1.58231,0.002016,1.940894,193.618823,3256280,1593,1
1.584326,0.002016,1.955074,195.008901,3280070,1594,2
1.588364,0.004038,1.950008,194.512277,3271570,1596,1
1.59038,0.002016,1.940811,193.610687,3256140,1597,1
1.592396,0.002016,1.943988,193.922131,3261470,1598,1
1.594419,0.002023,1.946718,194.189755,3266050,1599,2
1.598451,0.004032,1.955539,195.054486,3280850,1601,1
1.600473,0.002022,1.951474,194.65599,3274030,1602,1
1.602489,0.002016,1.95176,194.684027,3274510,1603,1
1.604505,0.002016,1.961488,195.637672,3290830,1604,2
1.608544,0.004039,1.951671,194.675302,3274360,1606,1
1.61056,0.002016,1.95241,194.747747,3275600,1607,1
1.612582,0.002022,1.958752,195.369459,3286240,1608,1
1.614598,0.002016,1.950645,194.574723,3272640,1609,2
1.618636,0.004038,1.95384,194.887931,3278000,1611,1
1.620652,0.002016,1.945514,194.071726,3264030,1612,1
1.622668,0.002016,1.947898,194.305432,3268030,1613,1
1.624691,0.002023,1.949579,194.470222,3270850,1614,2
1.628723,0.004032,1.954532,194.955769,3279160,1616,1
1.630745,0.002022,1.951903,194.698045,3274750,1617,1
1.632761,0.002016,1.948428,194.357388,3268920,1618,1
1.634777,0.002016,1.958787,195.37289,3286300,1619,1
1.6368,0.002023,1.95964,195.45651,3287730,1620,2
1.640832,0.004032,1.947963,194.311804,3268140,1622,1
1.642854,0.002022,1.961267,195.616007,3290460,1623,1
1.64487,0.002016,1.964814,195.963722,3296410,1624,1
1.646886,0.002016,1.959217,195.415043,3287020,1625,2
1.650924,0.004038,1.947439,194.260435,3267260,1627,1
1.65294,0.002016,1.948398,194.354447,3268870,1628,1
1.654963,0.002023,1.956606,195.159085,3282640,1629,1
1.656979,0.002016,1.956254,195.124578,3282050,1630,2
1.661017,0.004038,1.945299,194.050649,3263670,1632,1
1.663033,0.002016,1.942927,193.81812,3259690,1633,1
1.665049,0.002016,1.954109,194.914302,3278450,1634,1
1.667072,0.002023,1.954049,194.90842,3278350,1635,2
1.671104,0.004032,1.950848,194.594623,3272980,1637,1
1.673126,0.002022,1.946455,194.163973,3265610,1638,1
1.675142,0.002016,1.946479,194.166326,3265650,1639,1
1.677158,0.002016,1.948357,194.350428,3268800,1640,1
1.67918,0.002022,1.949018,194.415226,3269910,1641,2
1.683212,0.004032,1.954168,194.920085,3278550,1643,1
1.685235,0.002023,1.957732,195.269467,3284530,1644,1
1.687251,0.002016,1.95092,194.601681,3273100,1645,1
1.689267,0.002016,1.958072,195.302798,3285100,1646,2
1.693305,0.004038,1.954412,194.944005,3278960,1648,1
1.695321,0.002016,1.955014,195.00302,3279970,1649,1
1.697344,0.002023,1.952899,194.795684,3276420,1650,1
1.69936,0.002016,1.952279,194.734905,3275380,1651,2
1.703398,0.004038,1.949614,194.473653,3270910,1653,1
1.705414,0.002016,1.945752,194.095057,3264430,1654,1
1.70743,0.002016,1.94931,194.443851,3270400,1655,1
1.709452,0.002022,1.95694,195.191827,3283200,1656,2
1.713484,0.004032,1.965112,195.992936,3296910,1658,1
1.715507,0.002023,1.96684,196.162333,3299810,1659,1
1.717523,0.002016,1.956409,195.139773,3282310,1660,1
1.719545,0.002022,1.951498,194.658343,3274070,1661,1
1.721561,0.002016,1.952672,194.773431,3276040,1662,2
1.725596,0.004035,1.951963,194.703927,3274850,1664,1
1.727612,0.002016,1.951802,194.688144,3274580,1665,1
1.729635,0.002023,1.948708,194.384837,3269390,1666,1
1.731651,0.002016,1.959175,195.410926,3286950,1667,2
1.735689,0.004038,1.95502,195.003608,3279980,1669,1
1.737705,0.002016,1.954281,194.931163,3278740,1670,1
1.739721,0.002016,1.945448,194.065256,3263920,1671,1
1.741744,0.002023,1.945871,194.106723,3264630,1672,2
1.745776,0.004032,1.941049,193.634018,3256540,1674,1
1.747798,0.002022,1.948249,194.33984,3268620,1675,1
1.749814,0.002016,1.957971,195.292897,3284930,1676,1
1.751836,0.002022,1.967412,196.218407,3300770,1677,2
1.755868,0.004032,1.969761,196.448681,3304710,1679,1
1.757884,0.002016,1.964146,195.898238,3295290,1680,1
1.759907,0.002023,1.958191,195.314464,3285300,1681,1
1.761923,0.002016,1.956099,195.109383,3281790,1682,2
1.765961,0.004038,1.951861,194.693928,3274680,1684,1
1.767977,0.002016,1.951474,194.65599,3274030,1685,1
1.77,0.002023,1.955909,195.090757,3281470,1686,1
1.772016,0.002016,1.958388,195.333776,3285630,1687,1
1.774032,0.002016,1.953292,194.83421,3277080,1688,2
1.77807,0.004038,1.948369,194.351604,3268820,1690,1
1.780086,0.002016,1.946598,194.177991,3265850,1691,1
1.782108,0.002022,1.956791,195.17722,3282950,1692,1
1.784124,0.002016,1.954889,194.990766,3279760,1693,2
1.788163,0.004039,1.956725,195.17075,3282840,1695,1
1.790179,0.002016,1.948589,194.373171,3269190,1696,1
1.792195,0.002016,1.944512,193.973499,3262350,1697,1
1.794217,0.002022,1.95803,195.298681,3285030,1698,2
1.798249,0.004032,1.96113,195.602576,3290230,1700,1
1.800272,0.002023,1.954788,194.980865,3279590,1701,1
1.802288,0.002016,1.957083,195.205845,3283440,1702,1
1.804304,0.002016,1.956004,195.10007,3281630,1703,2
1.808342,0.004038,1.958752,195.369459,3286240,1705,1
1.810364,0.002022,1.958704,195.364754,3286160,1706,1
1.81238,0.002016,1.957262,195.223393,3283740,1707,1
1.814396,0.002016,1.954484,194.951063,3279080,1708,1
1.816412,0.002016,1.955903,195.090169,3281460,1709,2
1.820451,0.004039,1.961285,195.617771,3290490,1711,1
1.822473,0.002022,1.956028,195.102423,3281670,1712,1
1.824489,0.002016,1.959658,195.458275,3287760,1713,1
1.826505,0.002016,1.957887,195.284662,3284790,1714,2
1.830544,0.004039,1.959062,195.399849,3286760,1716,1
1.83256,0.002016,1.962757,195.762073,3292960,1717,1
1.834582,0.002022,1.95989,195.481018,3288150,1718,1
1.836598,0.002016,1.954156,194.918909,3278530,1719,2
1.840636,0.004038,1.950067,194.518061,3271670,1721,1
1.842652,0.002016,1.967329,196.21027,3300630,1722,1
1.844668,0.002016,1.960623,195.552875,3289380,1723,1
1.846691,0.002023,1.957005,195.198199,3283310,1724,2
1.850723,0.004032,1.954526,194.95518,3279150,1726,1
1.852745,0.002022,1.952952,194.80088,3276510,1727,1
1.854761,0.002016,1.944715,193.993399,3262690,1728,1
1.856784,0.002023,1.955372,195.038115,3280570,1729,1
1.8588,0.002016,1.949161,194.429245,3270150,1730,2
1.862832,0.004032,1.957947,195.290544,3284890,1732,1
1.864854,0.002022,1.963395,195.824616,3294030,1733,1
1.86687,0.002016,1.959205,195.413867,3287000,1734,1
1.868892,0.002022,1.958746,195.368871,3286230,1735,2
1.872924,0.004032,1.95868,195.362401,3286120,1737,1
1.874947,0.002023,1.96265,195.751583,3292780,1738,1
1.876963,0.002016,1.965714,196.05195,3297920,1739,1
