t_s,dt_s,volts,force_mN,raw_code,seq,n_held
1.087056,0.004032,0.002301,3.57680669,3860,1579496,1
1.089072,0.002016,0.003552,3.69944335,5960,1579497,1
1.091095,0.002023,0.004268,3.76963347,7160,1579498,1
1.093111,0.002016,0.003719,3.71581451,6240,1579499,2
1.097143,0.004032,-0.000513,3.30094774,-860,1579501,1
1.099159,0.002016,-0.002646,3.09184783,-4440,1579502,1
1.101175,0.002016,-0.003159,3.04155798,-5300,1579503,1
1.103191,0.002016,0.00782,4.11783923,13120,1579504,2
1.107223,0.004032,0.010312,4.36213223,17300,1579506,1
1.109245,0.002022,0.002873,3.63288037,4820,1579507,1
1.111261,0.002016,-0.002205,3.13507946,-3700,1579508,1
1.113277,0.002016,0.000513,3.40152744,860,1579509,2
1.117309,0.004032,0.000274,3.37809806,460,1579511,1
1.119325,0.002016,0.014412,4.76405892,24180,1579512,1
1.121341,0.002016,0.014251,4.74827595,23910,1579513,1
1.123363,0.002022,0.013912,4.71504347,23340,1579514,1
1.125379,0.002016,0.004268,3.76963347,7160,1579515,2
1.129411,0.004032,0.005043,3.84560742,8460,1579517,1
1.131427,0.002016,-0.000882,3.26477434,-1480,1579518,1
