t_s,dt_s,volts,force_mN,raw_code,seq,n_held
0.389635,0.004038,1.963425,195.827557,3294080,1755,1
0.391651,0.002016,1.95148,194.656578,3274040,1756,1
0.393674,0.002023,1.948553,194.369642,3269130,1757,1
0.39569,0.002016,1.953024,194.807938,3276630,1758,2
0.399728,0.004038,1.949638,194.476005,3270950,1760,1
0.401751,0.002023,1.944953,194.016731,3263090,1761,1
0.403767,0.002016,1.948297,194.344546,3268700,1762,1
0.405782,0.002015,1.954371,194.939986,3278890,1763,1
0.407805,0.002023,1.956457,195.144478,3282390,1764,2
0.411843,0.004038,1.964897,195.971859,3296550,1766,1
0.413859,0.002016,1.955825,195.082523,3281330,1767,1
0.415879,0.00202,1.946789,194.196715,3266170,1768,1
0.417901,0.002022,1.956004,195.10007,3281630,1769,2
0.421939,0.004038,1.971644,196.633273,3307870,1771,1
0.423955,0.002016,1.976115,197.07157,3315370,1772,1
0.425971,0.002016,1.961893,195.677374,3291510,1773,1
0.427994,0.002023,1.950711,194.581193,3272750,1774,2
0.432032,0.004038,1.953161,194.821368,3276860,1776,1
0.434048,0.002016,1.951176,194.626777,3273530,1777,1
0.436071,0.002023,1.95629,195.128107,3282110,1778,1
0.438087,0.002016,1.954711,194.973316,3279460,1779,2
0.442125,0.004038,1.947606,194.276807,3267540,1781,1
0.446163,0.004038,1.956582,195.156732,3282600,1783,1
0.448179,0.002016,1.961196,195.609047,3290340,1784,1
0.450195,0.002016,1.958007,195.296426,3284990,1785,2
0.454234,0.004039,1.962048,195.692569,3291770,1787,1
0.456256,0.002022,1.971835,196.651997,3308190,1788,1
0.458272,0.002016,1.960897,195.579735,3289840,1789,1
0.460295,0.002023,1.952547,194.761177,3275830,1790,2
0.464333,0.004038,1.950651,194.575311,3272650,1792,1
0.466349,0.002016,1.957297,195.226824,3283800,1793,1
0.468365,0.002016,1.95353,194.857542,3277480,1794,1
0.470387,0.002022,1.943117,193.836746,3260010,1795,2
0.474426,0.004039,1.951122,194.621483,3273440,1797,1
0.476442,0.002016,1.952338,194.740689,3275480,1798,1
0.478464,0.002022,1.953596,194.864012,3277590,1799,1
0.48048,0.002016,1.956248,195.12399,3282040,1800,2
