t_s,dt_s,v_sma_V,i_A,r_ohm,p_W,dac_code,seq
0.350586,0.001004,0.488414,0.117827,4.14517895,0.0575483564,27,346
0.351586,0.001,0.462908,0.112548,4.11298291,0.0520993696,23,347
0.352591,0.001005,0.571029,0.10082,5.66384646,0.0575711438,26,348
0.353574,0.000983,0.625137,0.097059,6.44079374,0.0606751721,32,349
0.354588,0.001014,0.629672,0.098049,6.42201348,0.0617387099,38,350
0.355597,0.001009,0.560495,0.12229,4.58332652,0.0685429335,38,351
0.356605,0.001008,0.496117,0.099663,4.97794568,0.0494445086,42,352
0.35757,0.000965,0.536428,0.116579,4.60141192,0.0625362398,36,353
0.358586,0.001016,0.514425,0.102764,5.00588728,0.0528643707,38,354
0.359581,0.000995,0.55512,0.097119,5.71587434,0.0539126993,44,355
0.3606,0.001019,0.565966,0.117749,4.80654613,0.0666419305,36,356
0.361578,0.000978,0.56299,0.101756,5.532745,0.0572876104,39,357
0.362602,0.001024,0.550873,0.099831,5.51805551,0.0549942025,44,358
0.363576,0.000974,0.553152,0.095548,5.78925776,0.0528525673,51,359
0.364586,0.00101,0.555624,0.116003,4.7897382,0.0644540509,45,360
0.365591,0.001005,0.603806,0.149116,4.04923684,0.0900371355,45,361
0.366574,0.000983,0.68234,0.118601,5.75323985,0.0809262063,36,362
0.367579,0.001005,0.529565,0.104648,5.06044072,0.0554179181,37,363
0.36859,0.001011,0.718597,0.102308,7.02385933,0.0735182219,40,364
0.369594,0.001004,0.570981,0.110346,5.17446033,0.0630054694,37,365
0.370593,0.000999,0.665688,0.106861,6.22947567,0.0711360854,37,366
0.37158,0.000987,0.766202,0.117713,6.50906867,0.090191936,29,367
0.372588,0.001008,0.655106,0.104504,6.26871699,0.0684611974,30,368
0.373591,0.001003,0.620002,0.097587,6.35332575,0.0605041352,36,369
0.37459,0.000999,0.663121,0.160274,4.13742092,0.106281055,36,370
0.375589,0.000999,0.631568,0.088325,7.15050099,0.0557832436,36,371
0.376587,0.000998,0.488366,0.141078,3.46167368,0.0688976985,36,372
