t_s,dt_s,volts,disp_um,raw_code,seq,n_held
0.458262,0.001535,4.724332,-4460.82919,2029085043,2501,1
0.460284,0.002022,4.723825,-4459.8107,2028867569,2502,1
0.4623,0.002016,4.724267,-4460.69861,2029057338,2503,2
0.466339,0.004039,4.723399,-4458.95492,2028684325,2505,1
0.468361,0.002022,4.722399,-4456.94607,2028254919,2506,1
0.470377,0.002016,4.722764,-4457.6793,2028411669,2507,1
0.472393,0.002016,4.723689,-4459.53749,2028808931,2508,2
0.476432,0.004039,4.723455,-4459.06742,2028708745,2510,1
0.478454,0.002022,4.724174,-4460.51179,2029017134,2511,1
0.48047,0.002016,4.723835,-4459.83078,2028871405,2512,1
0.482492,0.002022,4.723018,-4458.18955,2028520572,2513,2
0.486524,0.004032,4.723482,-4459.12166,2028720059,2515,1
0.488547,0.002023,4.724745,-4461.65884,2029262484,2516,1
0.490563,0.002016,4.724569,-4461.30528,2029186836,2517,1
0.492585,0.002022,4.724993,-4462.15704,2029369194,2518,2
0.496624,0.004039,4.724744,-4461.65683,2029261924,2520,1
0.498639,0.002015,4.723417,-4458.99108,2028692057,2521,1
0.500655,0.002016,4.723152,-4458.45874,2028578344,2522,1
0.502678,0.002023,4.72398,-4460.12207,2028933992,2523,2
0.506716,0.004038,4.723425,-4459.00715,2028695656,2525,1
0.508732,0.002016,4.72359,-4459.33861,2028766346,2526,1
0.510748,0.002016,4.723741,-4459.64195,2028831074,2527,1
0.512771,0.002023,4.722625,-4457.40007,2028351992,2528,1
0.514787,0.002016,4.722531,-4457.21124,2028311545,2529,2
0.518825,0.004038,4.723729,-4459.61784,2028826058,2531,1
0.520848,0.002023,4.723538,-4459.23415,2028744095,2532,1
0.522864,0.002016,4.724167,-4460.49772,2029014256,2533,1
0.52488,0.002016,4.724366,-4460.89749,2029099595,2534,2
0.528918,0.004038,4.723554,-4459.2663,2028751066,2536,1
0.53094,0.002022,4.723523,-4459.20402,2028737607,2537,1
