host_timestamp_s,monotonic_s,fields_json
1783958689.201613,1125332.296000,"{""t_ms"":191299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":196233927,""m4_us"":193971252,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958690.181962,1125333.281000,"{""t_ms"":192299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":197270533,""m4_us"":195007860,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958691.082769,1125334.187000,"{""t_ms"":193299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":198307185,""m4_us"":196044512,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958692.057014,1125335.156000,"{""t_ms"":194299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":199343845,""m4_us"":197081168,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958692.930069,1125336.031000,"{""t_ms"":195299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":200380464,""m4_us"":198117815,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958693.877065,1125336.984000,"{""t_ms"":196299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":201417105,""m4_us"":199154452,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958694.760167,1125337.859000,"{""t_ms"":197299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":202453817,""m4_us"":200191140,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958695.810826,1125338.906000,"{""t_ms"":198299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":203490475,""m4_us"":201227792,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958696.822110,1125339.921000,"{""t_ms"":199299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":204527123,""m4_us"":202264480,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958697.877856,1125340.984000,"{""t_ms"":200299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":205563836,""m4_us"":203301172,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958698.895108,1125342.000000,"{""t_ms"":201299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":206600501,""m4_us"":204337856,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
1783958699.942974,1125343.046000,"{""t_ms"":202299,""hwm"":6,""cap"":256,""dropped"":0,""dropped_total"":453,""crc_err"":0,""crc_err_total"":0,""rate1"":512,""rate2"":512,""prod1"":512,""prod2"":512,""sma_state"":0,""m7_us"":207637239,""m4_us"":205374544,""vdd"":5.5,""offset"":0.31,""aref"":3.145}"
