level_mA,heat_ms,cycle,bootstrap,i_mA,dx_um,x_base_um,baseline_V,peak_V,rise_V,clipped
550,100,4,0,545.97,262.16,-3634.35,2.01840,2.11323,0.09483,0
550,100,5,0,544.63,256.95,-3656.95,2.01045,2.10514,0.09469,0
650,100,1,1,643.56,365.75,-3650.02,2.01223,2.14211,0.12988,0
650,100,2,0,643.32,376.10,-3623.94,2.02076,2.15206,0.13129,0
650,100,3,0,642.50,365.75,-3645.67,2.01271,2.14461,0.13190,0
650,100,4,0,647.51,378.86,-3634.73,2.01823,2.15008,0.13186,0
650,100,5,0,647.06,368.91,-3597.24,2.02825,2.15431,0.12606,0
750,100,1,1,744.60,524.47,-3674.99,2.00615,2.18471,0.17855,0
750,100,2,0,860.68,679.26,-3621.76,2.01960,2.25134,0.23174,0
750,100,3,0,747.33,513.65,-3644.75,2.01210,2.18643,0.17433,0
750,100,4,0,745.16,514.15,-3628.15,2.01762,2.19778,0.18016,0
750,100,5,0,856.93,690.98,-3650.09,2.01239,2.24552,0.23312,0
850,100,1,1,972.91,978.21,-3655.18,2.01059,2.33946,0.32887,0
850,100,2,0,973.64,960.12,-3639.90,2.01349,2.33345,0.31996,0
850,100,3,0,845.66,692.75,-3595.14,2.02849,2.26335,0.23487,0
850,100,4,0,841.53,674.12,-3600.17,2.02376,2.26274,0.23898,0
850,100,5,0,841.16,668.52,-3579.93,2.03205,2.26101,0.22896,0
950,100,1,1,942.96,926.74,-3624.18,2.02162,2.32561,0.30399,0
950,100,2,0,937.70,890.21,-3610.44,2.02064,2.31942,0.29879,0
950,100,3,0,940.69,896.99,-3606.45,2.02322,2.32527,0.30205,0
950,100,4,0,942.97,892.95,-3613.98,2.01969,2.31855,0.29887,0
950,100,5,0,951.87,918.80,-3629.42,2.01482,2.32167,0.30684,0
150,200,1,1,150.13,70.25,-3809.13,1.96059,1.99590,0.03531,0
150,200,2,0,157.35,38.63,-3682.30,2.00254,2.02833,0.02579,0
150,200,3,0,157.91,26.02,-3640.62,2.01582,2.03921,0.02339,0
150,200,4,0,154.78,51.88,-3695.61,1.99653,2.02647,0.02994,0
150,200,5,0,155.45,32.63,-3652.46,2.01181,2.03806,0.02625,0
150,200,6,0,157.55,-37.72,-3631.16,2.01739,2.03127,0.01388,0
250,200,1,1,153.93,74.52,-3810.92,1.95981,1.99894,0.03913,0
250,200,2,0,255.00,99.70,-3631.48,2.01873,2.05932,0.04059,0
250,200,3,0,250.97,105.46,-3658.21,2.01017,2.05315,0.04298,0
250,200,4,0,255.51,85.51,-3616.56,2.02240,2.05977,0.03737,0
250,200,5,0,250.43,89.54,-3668.98,2.00601,2.04243,0.03642,0
250,200,6,0,252.08,92.91,-3640.01,2.01607,2.05572,0.03965,0
350,200,1,1,176.28,100.77,-3809.17,1.95943,2.00771,0.04827,0
350,200,2,0,349.13,203.57,-3645.08,2.01450,2.08363,0.06913,0
350,200,3,0,349.40,200.20,-3626.39,2.02026,2.09339,0.07312,0
350,200,4,0,349.75,204.07,-3634.65,2.01652,2.08792,0.07139,0
350,200,5,0,349.96,193.52,-3627.60,2.01839,2.08624,0.06785,0
350,200,6,0,349.58,204.16,-3663.14,2.00710,2.07861,0.07152,0
450,200,1,1,204.24,141.37,-3822.93,1.95475,2.01561,0.06086,0
450,200,2,0,448.42,342.75,-3646.26,2.01328,2.12921,0.11593,0
450,200,3,0,447.15,320.08,-3670.19,2.00392,2.11120,0.10727,0
450,200,4,0,448.01,330.09,-3632.09,2.01631,2.13214,0.11582,0
450,200,5,0,450.17,341.65,-3603.46,2.02638,2.14678,0.12040,0
450,200,6,0,449.27,345.13,-3649.42,2.01252,2.13464,0.12212,0
550,200,1,1,236.31,185.95,-3810.54,1.95907,2.03291,0.07384,0
550,200,2,0,560.89,562.02,-3673.21,2.00590,2.19119,0.18529,0
550,200,3,0,547.97,517.51,-3642.82,2.01445,2.18604,0.17160,0
550,200,4,0,558.24,568.83,-3618.10,2.02135,2.21416,0.19281,0
550,200,5,0,551.05,538.94,-3642.71,2.01396,2.19208,0.17812,0
550,200,6,0,546.42,542.81,-3611.78,2.02434,2.20229,0.17795,0
650,200,1,1,259.05,222.24,-3818.26,1.95543,2.03924,0.08380,0
650,200,2,0,647.02,797.97,-3627.68,2.01835,2.28112,0.26277,0
650,200,3,0,645.79,761.52,-3625.63,2.01669,2.26554,0.24885,0
650,200,4,0,645.23,782.51,-3646.61,2.01026,2.27127,0.26101,0
650,200,5,0,660.84,819.14,-3595.55,2.02594,2.29805,0.27211,0
650,200,6,0,648.99,752.33,-3652.76,2.00772,2.26241,0.25469,0
750,200,1,1,304.96,260.29,-3799.57,1.96416,2.05792,0.09376,0
750,200,2,0,749.81,1124.24,-3671.44,2.00402,2.36733,0.36331,0
750,200,3,0,883.47,2030.45,-3634.94,2.01564,2.67355,0.65791,0
750,200,4,0,878.62,1881.58,-3568.81,2.03403,2.64609,0.61206,0
750,200,5,0,797.69,1426.63,-3561.41,2.03632,2.50116,0.46484,0
750,200,6,0,746.31,1172.06,-3593.50,2.02633,2.41208,0.38574,0
850,200,1,1,334.90,346.89,-3814.03,1.95849,2.07948,0.12099,0
850,200,2,0,846.01,1642.15,-3664.52,2.00609,2.54074,0.53465,0
850,200,3,0,845.33,1642.38,-3604.85,2.02256,2.56252,0.53996,0
850,200,4,0,997.16,3223.94,-3603.18,2.02341,3.06979,1.04638,0
850,200,5,0,845.72,1682.69,-3397.06,2.08670,2.64224,0.55554,0
850,200,6,0,844.95,1655.37,-3467.87,2.06551,2.59923,0.53372,0
950,200,1,1,344.78,420.87,-3848.65,1.94642,2.09003,0.14361,0
950,200,2,0,966.21,2970.21,-3669.83,2.00299,2.96196,0.95896,0
950,200,3,0,946.44,2679.95,-3508.05,2.05311,2.91432,0.86122,0
950,200,4,0,944.69,2352.11,-3670.55,2.00623,2.76875,0.76252,0
950,200,5,0,944.22,2551.77,-3548.03,2.03827,2.87398,0.83571,0
950,200,6,0,944.34,2600.66,-3520.27,2.04727,2.87883,0.83156,0
150,300,1,1,150.87,98.04,-3874.10,1.93888,1.98025,0.04136,0
150,300,2,0,157.22,47.69,-3717.54,1.99156,2.02129,0.02974,0
150,300,3,0,156.12,43.11,-3706.99,1.99363,2.02098,0.02735,0
150,300,4,0,155.64,30.12,-3710.12,1.99236,2.01441,0.02205,0
150,300,5,0,156.96,39.09,-3688.12,1.99921,2.02243,0.02321,0
150,300,6,0,156.85,46.72,-3714.04,1.99138,2.01507,0.02369,0
250,300,1,1,159.14,98.32,-3882.11,1.93595,1.97826,0.04231,0
250,300,2,0,250.63,147.62,-3731.57,1.98706,2.04249,0.05543,0
250,300,3,0,253.34,135.42,-3727.23,1.98633,2.03774,0.05141,0
250,300,4,0,252.34,133.26,-3741.75,1.98153,2.03199,0.05047,0
250,300,5,0,252.94,134.42,-3718.89,1.98937,2.04091,0.05154,0
250,300,6,0,257.84,140.60,-3721.66,1.98632,2.04290,0.05658,0
350,300,1,1,191.23,150.76,-3881.67,1.93622,2.00171,0.06549,0
350,300,2,0,358.62,306.87,-3726.67,1.98834,2.09554,0.10720,0
350,300,3,0,349.79,275.99,-3698.21,1.99651,2.08766,0.09115,0
350,300,4,0,350.59,285.96,-3705.33,1.99535,2.09217,0.09681,0
350,300,5,0,349.10,299.27,-3710.97,1.99143,2.09418,0.10275,0
350,300,6,0,348.91,300.34,-3719.45,1.98948,2.09209,0.10262,0
450,300,1,1,222.85,207.36,-3878.60,1.93674,2.01721,0.08047,0
450,300,2,0,448.42,530.22,-3736.17,1.98433,2.16037,0.17604,0
450,300,3,0,449.88,482.61,-3705.16,1.99173,2.15553,0.16380,0
450,300,4,0,448.92,499.41,-3692.51,1.99434,2.16397,0.16963,0
450,300,5,0,450.20,515.11,-3715.38,1.98821,2.16472,0.17651,0
450,300,6,0,448.39,494.66,-3681.18,1.99794,2.17388,0.17594,0
550,300,2,0,164.73,290.82,-3889.08,1.93276,2.04131,0.10855,0
650,300,1,1,305.48,396.12,-3893.45,1.93074,2.06862,0.13788,0
650,300,2,0,769.05,2368.85,-3738.73,1.98128,2.73823,0.75695,0
650,300,3,0,648.29,1311.73,-3601.22,2.02040,2.45434,0.43394,0
650,300,4,0,647.73,1283.14,-3666.48,2.00268,2.41564,0.41295,0
650,300,5,0,648.08,1267.65,-3606.01,2.01966,2.43710,0.41744,0
650,300,6,0,647.45,1324.01,-3587.80,2.02643,2.45531,0.42887,0
750,300,1,1,341.20,478.39,-3905.68,1.92743,2.08980,0.16237,0
750,300,2,0,902.04,5041.09,-3759.79,1.97338,3.61012,1.63674,0
750,300,3,0,910.54,5418.40,-2946.93,2.23172,3.97453,1.74281,0
750,300,4,0,747.42,2351.76,-2273.37,2.44345,3.19135,0.74789,0
750,300,5,0,888.16,4594.47,-2484.82,2.37808,3.84830,1.47022,0
750,300,6,0,893.99,4535.56,-2446.84,2.39032,3.83760,1.44729,0
850,300,1,1,378.56,667.26,-3807.50,1.95960,2.18695,0.22735,0
850,300,2,0,846.25,3746.33,-3647.07,2.00572,3.21319,1.20746,0
850,300,3,0,1018.80,8256.69,-3228.74,2.13824,4.92498,2.78674,0
850,300,4,0,1027.33,6481.76,-1453.78,2.69692,5.00000,2.30308,1
850,300,5,0,39.19,-230.71,-3429.12,2.07397,2.07551,0.00154,0
850,300,6,0,39.32,-5.25,-3976.46,1.90201,1.91618,0.01418,0
950,300,1,1,38.90,-18.14,-4014.43,1.88961,1.90372,0.01412,0
950,300,2,0,39.15,7.62,-4034.91,1.88422,1.90061,0.01639,0
950,300,3,0,39.03,-3.70,-4038.24,1.88281,1.89678,0.01397,0
950,300,4,0,38.95,-5.39,-4036.93,1.88288,1.89885,0.01597,0
950,300,5,0,39.62,2.92,-4040.21,1.88133,1.89683,0.01550,0
