sweep,level_mA,heat_ms,cycle,V_on,I_on,R_on,V1,I1,R1,V2,I2,R2,step_ohm,geom,V_off
sweep_20260731_155129,350,200,4,1.6781727096774193,0.360528129032258,4.6547622072708394,1.578462183333333,0.35487371666666667,4.447954608078187,0.5131092875000001,0.10614558437500002,4.834014438954376,0.38605983087618867,6.603119262875296,0.05846628169306767
sweep_20260731_155129,350,200,5,1.5451419354838707,0.3456229301075269,4.470600185592897,1.602377875,0.35524765476190484,4.510593816795076,0.510724946875,0.107161609375,4.765932033437232,0.25533821664215584,6.5167624370817325,0.03918175921055948
sweep_20260731_155129,350,200,6,1.571805344827586,0.3562454310344828,4.412141764915556,1.5973482111111112,0.3505050722222222,4.557275593713473,0.496525440625,0.10881177812500001,4.563158962944297,0.005883369230824442,6.337155829258277,0.0009283927031842047
sweep_20260731_155129,350,300,2,1.570857171875,0.34710395312500003,4.525610145699777,1.5282038055555556,0.3470659888888889,4.403208192332556,0.49889437812500004,0.108173415625,4.611986921578728,0.20877872924617158,6.363119054054295,0.03281075325993578
sweep_20260731_155129,350,300,3,1.573294063218391,0.3550037183908046,4.431767842742525,1.5451620166666664,0.3548814722222222,4.354022786794307,0.5098880705128206,0.11168944551282052,4.5652305656248595,0.21120777883055286,6.135555247412131,0.03442358031404525
sweep_20260731_155129,350,300,4,1.548499171875,0.344582953125,4.493835686971058,1.5669510222222225,0.35860162222222214,4.3696149853198305,0.5098454402515723,0.10983202201257862,4.642047291027581,0.2724323057077509,6.3162029956754555,0.04313229101317343
sweep_20260731_155129,350,300,5,1.590014370967742,0.3458459032258065,4.597464813482565,1.6358181292134832,0.3606457696629213,4.5358029036148295,0.509735427672956,0.10355877672955975,4.922184712591892,0.3863818089770623,6.88354808305408,0.05613119924712341
sweep_20260731_155129,350,300,6,1.605961416666667,0.36064979999999996,4.452966330957808,1.5351229829545454,0.34479438636363635,4.452285314574503,0.520386175,0.10439131874999999,4.984956423878877,0.5326711093043741,6.6790613816933835,0.07975239017332147
sweep_20260731_155129,350,400,2,1.5903087166666667,0.3520924666666667,4.516735991890009,1.535913914772727,0.34104376136363634,4.503568423687029,0.5032705691823899,0.11128184905660375,4.522485683414554,0.018917259727524893,6.05401641875485,0.003124745362255893
sweep_20260731_155129,350,400,3,1.5393478833333332,0.3451523833333333,4.459908022268232,1.566261915730337,0.35124039887640446,4.459230546203423,0.5042912968750001,0.11148620000000001,4.523351741067505,0.0641211948640823,6.122667108392406,0.01047275537423725
sweep_20260731_155129,350,400,4,1.5247627833333333,0.34854736666666664,4.3746214407396184,1.542928404494382,0.3525207696629214,4.376843968568781,0.49842249685534584,0.11068215723270441,4.5031874090368,0.12634344046801882,6.198167630432276,0.020383998626898454
sweep_20260731_155129,350,400,5,1.5420877419354837,0.34990908064516124,4.407109810046047,1.50919925,0.34068991071428584,4.429832532568497,0.5063779748427673,0.10551199371069184,4.799245631081791,0.3694130985132942,6.542375060000258,0.05646467760184938
sweep_20260731_155129,350,400,6,1.5756777833333335,0.35623740000000004,4.423111619760681,1.5853162111111112,0.3463758555555556,4.576866965996827,0.507829325,0.11102305625,4.574088861834949,-0.002778104161878403,6.12010084340227,-0.00045393110881068987
sweep_20260731_155129,450,200,2,1.9915897258064519,0.4454575322580645,4.470885733396186,2.029178280898877,0.45428208426966293,4.466780335749168,0.50835430625,0.106651109375,4.766516815709401,0.29973647996023267,7.175092088393141,0.04177458299735331
sweep_20260731_155129,450,200,3,2.0197236666666663,0.44534684999999996,4.535169984174507,1.9976581722222222,0.44642830555555557,4.474756970744151,0.509839075,0.10531898437500001,4.840903831589005,0.3661468608448537,7.254962996786022,0.050468467035194794
sweep_20260731_155129,450,200,4,2.007303466666667,0.44851935,4.475399927933247,2.0241505454545456,0.4494723295454545,4.503393006420534,0.5190911918238994,0.10829399685534594,4.793351495903113,0.2899584894825784,7.009291134115378,0.04136773376002347
sweep_20260731_155129,450,200,5,2.06494840625,0.4516675625,4.571832422103591,1.9934671000000002,0.45239963888888896,4.406429467751196,0.5032791163522012,0.1052150471698113,4.783337838930362,0.37690837117916587,7.293908969036266,0.05167440021245102
sweep_20260731_155129,450,200,6,1.9854754500000003,0.4567440833333334,4.347019528988608,2.0257045738636363,0.44980871590909094,4.503480039886651,0.5198246226415095,0.10676129559748428,4.869036290093118,0.36555625020646687,7.143523139259363,0.05117310367449393
sweep_20260731_155129,450,300,2,2.000580890625,0.45107782812499997,4.435112448201758,2.020875138888889,0.4509204277777778,4.481666862706018,0.50867965,0.111452178125,4.564106853340154,0.08243999063413554,6.754771936667147,0.01220470378675915
sweep_20260731_155129,450,300,3,1.9727060483870966,0.44391741935483864,4.443858164552547,2.0231885611111107,0.44930621666666665,4.50291691070031,0.49696048366013074,0.1108613660130719,4.4827201894800135,-0.020196721220296254,6.794621321952554,-0.00297245722216241
sweep_20260731_155129,450,300,4,1.9767734338624339,0.44913778306878305,4.4012628382228565,1.993515028409091,0.4470294545454546,4.4594713125472305,0.5178527955974843,0.10577136163522013,4.895964158837564,0.43649284629033325,7.217365922087736,0.06047813717668218
sweep_20260731_155129,450,300,5,2.0169065,0.46368196666666667,4.3497626498162285,2.0107445624999998,0.4479053522727272,4.489217537359696,0.50638779375,0.10705638437500001,4.730103643106525,0.24088610574682878,7.1082576211770085,0.033888207009996014
sweep_20260731_155129,450,300,6,1.999377107142857,0.45579957142857136,4.386526957180741,2.0296781923076925,0.4505856098901099,4.5045339836811396,0.50497815625,0.1114988625,4.528998277897229,0.024464294216089755,6.7493672822825985,0.003624679646684736
