level_mA,heat_ms,sweep,run_type,cycle,bootstrap,i_mA,cc_pct,u_V,R_ohm,v_hot_V,i_hot_mA,r_hot_ohm,p_hot_W,r_base_ohm,t_heat_start_s,t_heat_end_s,t_pulse_utc,dx_um,x_base_um,baseline_V,peak_V,rise_V,F_base_mN,dF_mN,clipped,railed,detect_ok,n_samples,cool_s,i_low_mA,seeded
450,300,sweep_20260731_155129,map,3,0,449.4687288135593,99.9,1.9987507288135595,4.446918329756921,1.9988395,448.99100000000004,4.451847587145399,0.8974609459445001,4.7341035531840285,2200.26538,2200.56538,2026-07-31T20:28:07.544469+00:00,527.5918772968153,-3863.9538959122574,1.916465739361702,2.089763,0.1732972606382981,187.87286123657802,16.988486426802385,0,0,1,295,30.0,0,1
450,300,sweep_20260731_155129,map,4,0,446.01738831615125,99.1,1.9988780756013746,4.481614681319345,1.979452,448.217,4.416280506986571,0.887224037084,4.740384706226913,2231.538828,2231.838828,2026-07-31T20:28:38.796304+00:00,488.1099719616609,-3894.6111963308026,1.902692962962963,2.067852,0.16515903703703683,186.52270357079865,16.190689042821372,0,0,1,291,30.0,0,1
450,300,sweep_20260731_155129,map,5,0,450.3306677966102,100.1,2.0087647864406777,4.460643989158489,2.0102735000000003,447.3925,4.493310683572032,0.8993812868487501,4.686680824391202,2262.804029,2263.104029,2026-07-31T20:29:10.039899+00:00,500.85393010133885,-3931.3368768902906,1.8922620106382981,2.058625,0.16636298936170202,185.50014792662117,16.30871357275772,0,0,1,295,30.0,0,1
450,300,sweep_20260731_155129,map,6,0,449.18292808219167,99.8,2.0026359349315066,4.458397258065568,2.0210470000000003,454.663,4.445153883205804,0.9188952921610001,4.719253732751058,2294.072036,2294.372036,2026-07-31T20:29:41.286297+00:00,512.1168520627939,-3879.79894391054,1.9108577978723404,2.079815,0.16895720212765952,187.3231096852643,16.56302658497949,0,0,1,292,30.0,0,1
550,300,sweep_20260731_155129,map,1,1,548.8377559322034,99.8,2.4216788305084744,4.41237652536357,2.4181369999999998,547.337,4.418003898877656,1.3235358511689999,4.5763034535540035,2349.283447,2349.583447,2026-07-31T20:30:36.664368+00:00,782.9919468088997,-4052.635841366146,1.8550515026455021,2.115071,0.2600194973544978,181.85236833886734,25.489945341551742,0,0,1,295,30.0,0,1
550,300,sweep_20260731_155129,map,2,0,550.5888321917807,100.1,2.4347023116438353,4.42199726781923,2.4068715000000003,549.0794999999999,4.383466328646399,1.32156379978425,4.7188293251602955,2380.555359,2380.855359,2026-07-31T20:31:07.914146+00:00,845.7090602387302,-3889.455093526915,1.9062920158730159,2.182317,0.27602498412698395,186.87552196669583,27.05897761469464,0,0,1,292,30.0,0,1
550,300,sweep_20260731_155129,map,3,0,549.9118277027028,100.0,2.434019084459459,4.426198822869029,2.414046,553.3505000000001,4.3625983892668385,1.3358135611230002,4.7270327598397355,2411.829179,2412.129179,2026-07-31T20:31:39.165831+00:00,822.044456525935,-3889.6577074443576,1.906393489361702,2.174985,0.2685915106382979,186.88546950411722,26.330267518519985,0,0,1,296,30.0,0,1
550,300,sweep_20260731_155129,map,4,0,550.3616474576271,100.1,2.43761333559322,4.429111924592991,2.395354,552.8530000000001,4.332714121113569,1.3242786449620003,4.737852315962824,2443.095023,2443.395023,2026-07-31T20:32:10.409545+00:00,848.8330821616491,-3854.6016935746043,1.9179252021276594,2.196342,0.27841679787234064,188.01593368503202,27.293449268769084,0,0,1,295,30.0,0,1
550,300,sweep_20260731_155129,map,5,0,550.8423817567568,100.2,2.4472998006756757,4.442831346547267,2.4400085000000002,551.707,4.422652784902132,1.3461697695095,4.722538218787204,2474.371104,2474.671104,2026-07-31T20:32:41.663490+00:00,820.1715643631205,-3886.6357496738924,1.90502273015873,2.178484,0.27346126984127017,186.7510927457753,26.8076543959396,0,0,1,296,30.0,0,1
550,300,sweep_20260731_155129,map,6,0,549.3423966101694,99.9,2.4344431186440683,4.431558775849637,2.3989775,548.528,4.373482301723886,1.31590633012,4.718133260482511,2505.638901,2505.938901,2026-07-31T20:33:12.909156+00:00,819.2893667210928,-3876.2235393698115,1.907310767195767,2.177012,0.26970123280423297,186.97539107573482,26.439054581189477,0,0,1,295,30.0,0,1
650,300,sweep_20260731_155129,map,1,1,650.3307610921503,100.1,2.877443686006826,4.424584931480889,2.86486,651.777,4.3954604105391875,1.8672498562200002,4.586669591256747,2561.150846,2561.450846,2026-07-31T20:34:08.532123+00:00,1239.1669957439094,-4049.1404524099044,1.856364914893617,2.257442,0.4010770851063832,181.9811233236127,39.31794761979898,0,0,1,293,30.0,0,1
650,300,sweep_20260731_155129,map,2,0,651.2466013745703,100.2,2.862615570446735,4.395593872435851,2.789805,648.922,4.299137646743368,1.81036584021,4.705405685533643,2592.421269,2592.721269,2026-07-31T20:34:39.780612+00:00,1366.4156167587862,-3819.188369066121,1.9291203650793651,2.372217,0.4430966349206349,189.11340558476303,43.437161905417085,0,0,1,291,30.0,0,1
650,300,sweep_20260731_155129,map,3,0,650.3304309764311,100.1,2.868442962962963,4.4107469469884295,2.8326115,651.2284999999999,4.34964302084445,1.84467733822775,4.700382218372841,2623.689867,2623.989867,2026-07-31T20:35:11.027277+00:00,1260.0257549438452,-3897.4003166033344,1.9020751010638295,2.314872,0.41279689893617033,186.46213401275483,40.46685151729076,0,0,1,297,30.0,0,1
650,300,sweep_20260731_155129,map,4,0,650.2927903780069,100.0,2.858678594501718,4.3959869105115015,2.801958,647.9019999999999,4.3246632978444275,1.815394192116,4.686435118367042,2654.959959,2655.259959,2026-07-31T20:35:42.275435+00:00,1264.5920864835675,-3870.9177704650056,1.9102403776595742,2.326083,0.4158426223404259,187.26258342613258,40.76542652374159,0,0,1,291,30.0,0,1
650,300,sweep_20260731_155129,map,5,0,650.4466938775511,100.1,2.8608932040816324,4.3983515190565425,2.798155,647.014,4.324720948851184,1.8104454591699999,4.711190107022652,2686.227993,2686.527993,2026-07-31T20:36:13.521537+00:00,1305.0452586919605,-3840.1790963980043,1.9228990740740746,2.345055,0.4221559259259253,188.50352682839215,41.384325356161085,0,0,1,294,30.0,0,1
650,300,sweep_20260731_155129,map,6,0,650.6384573378839,100.1,2.8684632389078497,4.408689966843174,2.8182265,646.0215000000001,4.362434531977651,1.8206349108697502,4.729740956121139,2717.500174,2717.800174,2026-07-31T20:36:44.771783+00:00,1258.9338301278726,-3865.3639746190966,1.9120537671957671,2.326763,0.414709232804233,187.4403516344046,40.65431932746524,0,0,1,293,30.0,0,1
750,300,sweep_20260731_155129,map,1,1,750.8274305084745,100.1,3.3177149966101696,4.418745056188677,3.233889,754.478,4.2862601692826034,2.439898104942,4.600748447115799,2773.117128,2773.417128,2026-07-31T20:37:40.500428+00:00,1911.271067035511,-4069.9935108619843,1.8497932751322752,2.469742,0.6199487248677249,181.33689956337446,60.77413144868407,0,0,1,295,30.0,0,1
750,300,sweep_20260731_155129,map,2,0,750.2932169491526,100.0,3.2858829152542373,4.37946504250074,3.199468,750.306,4.264217532580041,2.400580037208,4.696694207090167,2804.38792,2804.68792,2026-07-31T20:38:11.748292+00:00,2059.0394018115553,-3887.2166509785197,1.9056464761904763,2.573144,0.6674975238095238,186.81223913063488,65.43538300256459,0,0,1,295,30.0,0,1
