t_s,v_trig,v_dac,v_out
0.03322,0,0.26,0.64
0.03323,0,0.28,0.64
0.03324,0.04,0.28,0.66
0.03325,0,0.26,0.64
0.03326,0,0.28,0.64
0.03327,0,0.28,0.64
0.03328,0,0.28,0.64
0.03329,0,0.28,0.64
0.0333,0,0.28,0.64
0.03331,0,0.28,0.64
0.03332,0,0.28,0.64
0.03333,0,0.28,0.64
0.03334,0,0.28,0.64
0.03335,0,0.28,0.64
0.03336,0,0.26,0.64
0.03337,0,0.26,0.64
0.03338,0,0.28,0.66
0.03339,0,0.26,0.62
0.0334,0,0.26,0.64
0.03341,0,0.28,0.66
0.03342,0,0.28,0.64
0.03343,0,0.28,0.64
0.03344,0,0.28,0.66
0.03345,0,0.28,0.64
0.03346,0,0.26,0.64
0.03347,0,0.28,0.66
0.03348,0,0.28,0.66
0.03349,0,0.28,0.64
0.0335,0,0.28,0.64
0.03351,0,0.28,0.64
0.03352,0,0.26,0.64
0.03353,0,0.24,0.62
0.03354,0,0.28,0.64
0.03355,0,0.3,0.66
0.03356,0,0.28,0.66
0.03357,0,0.26,0.64
0.03358,0,0.28,0.66
0.03359,0,0.28,0.66
0.0336,0,0.28,0.66
0.03361,0,0.28,0.66
0.03362,0,0.28,0.66
0.03363,0,0.28,0.64
0.03364,0,0.28,0.64
0.03365,0,0.26,0.64
0.03366,0,0.28,0.66
